term,topic_id,enrichment_data
egg whites,1.6,"{""explanation"":""Protein colloid that coagulates when heated, demonstrating denaturation process."",""urdu_meaning"":""انڈے کی سفیدی - پروٹین کولائیڈ"",""term_type"":""other"",""example_sentence"":""Egg whites exhibit Tyndall effect due to colloidal protein dispersion."",""properties"":{""description"":""Protein colloid example"",""relevance"":""Denaturation chemistry""}}"
electrostatic repulsions,1.6,"{""explanation"":""Charged particle interactions preventing aggregation in colloidal systems through Coulomb forces."",""urdu_meaning"":""برقی دافع قوّتیں - کولائیڈل نظام میں ذرّات کو الگ رکھنے والی قوّت"",""term_type"":""concept"",""example_sentence"":""Electrostatic repulsions stabilize milk colloids through casein micelle charges."",""properties"":{""key_principle"":""Coulomb's law"",""related_concepts"":[""DLVO theory"",""zeta potential"",""coagulation"",""electrokinetic phenomena""],""real_world_example"":""Water treatment coagulation control""}}"
emulsion,1.6,"{""explanation"":""Colloid type with liquid droplets dispersed in immiscible liquid, stabilized by emulsifiers."",""urdu_meaning"":""ایملشن - ایک سیّال دوسرے میں معلق"",""term_type"":""concept"",""example_sentence"":""Mayonnaise is oil-in-water emulsion stabilized by lecithin from egg yolk."",""properties"":{""key_principle"":""Interfacial tension reduction"",""related_concepts"":[""surfactants"",""HLB scale"",""creaming"",""microemulsions""],""real_world_example"":""Pharmaceutical creams""}}"
filter paper,1.6,"{""explanation"":""Porous cellulose material separating solids from liquids via size exclusion in filtration."",""urdu_meaning"":""فلٹر پیپر - سیلولوز کا مسام دار مواد"",""term_type"":""other"",""example_sentence"":""Filter paper retains chalk particles while allowing water to pass through."",""properties"":{""description"":""Filtration medium"",""relevance"":""Separation technology""}}"
filtration,1.6,"{""explanation"":""Separation process using porous barrier to retain particles while allowing fluid passage."",""urdu_meaning"":""چھاننا - مسام دار رکاوٹ کے ذریعے علیحدگی"",""term_type"":""process"",""example_sentence"":""Filtration removes suspended impurities from water using sand beds."",""properties"":{""key_principle"":""Size exclusion"",""related_concepts"":[""pore size"",""filter cake"",""ultrafiltration"",""membrane fouling""],""real_world_example"":""Water treatment plants""}}"
heterogeneous nature,1.6,"{""explanation"":""Property of mixtures with non-uniform composition and distinguishable phases."",""urdu_meaning"":""غیر متجانس خصوصیت - غیر یکساں ترکیب"",""term_type"":""property"",""example_sentence"":""Milk's heterogeneous nature appears homogeneous until microscopic examination."",""properties"":{""key_principle"":""Phase boundaries"",""related_concepts"":[""colloids"",""suspensions"",""emulsions"",""microscopy""],""real_world_example"":""Salad dressing separation""}}"
homogeneous mixture,1.6,"{""explanation"":""Uniform composition mixtures where components are molecularly dispersed."",""urdu_meaning"":""متجانس مرکّب - یکساں ترکیب"",""term_type"":""concept"",""example_sentence"":""Sugar dissolved in water forms homogeneous mixture with uniform sweetness."",""properties"":{""key_principle"":""Single-phase system"",""related_concepts"":[""solutions"",""colligative properties"",""Raoult's law"",""activity""],""real_world_example"":""Alcoholic beverages""}}"
ionize,1.6,"{""explanation"":""Process where compounds dissociate into ions in solution, enhancing electrical conductivity."",""urdu_meaning"":""آئنائز کرنا - مرکّبات کا آئنوں میں ٹوٹنا"",""term_type"":""process"",""example_sentence"":""Salt ions in water enable electrochemical reactions in batteries."",""properties"":{""key_principle"":""Electrolytic dissociation"",""related_concepts"":[""conductivity"",""Debye-Hückel theory"",""ion pairs"",""dissociation constant""],""real_world_example"":""Electrolyte solutions""}}"
light scattering,1.6,"{""explanation"":""Colloidal property where particles deflect light beams, observable as Tyndall effect."",""urdu_meaning"":""روشنی کی منتشری - کولائیڈل ذرّات کی روشنی کو پھیلانے کی خاصیت"",""term_type"":""property"",""example_sentence"":""Light scattering in fog reduces visibility through colloidal water droplets."",""properties"":{""key_principle"":""Rayleigh/Mie scattering"",""related_concepts"":[""turbidity"",""nephelometry"",""dynamic light scattering"",""particle size analysis""],""real_world_example"":""Air quality monitoring""}}"
liquid antacids,1.6,"{""explanation"":""Medicinal suspensions where solid particles are dispersed in liquid medium."",""urdu_meaning"":""مائع اینٹی ایسڈز - ٹھوس ذرّات کا سیّال میں معلق"",""term_type"":""other"",""example_sentence"":""Liquid antacids require shaking to redisperse settled aluminum hydroxide particles."",""properties"":{""description"":""Suspension formulation"",""relevance"":""Pharmaceutical chemistry""}}"
milk,1.6,"{""explanation"":""Natural emulsion with fat globules dispersed in aqueous phase, stabilized by proteins."",""urdu_meaning"":""دودھ - قدرتی ایملشن"",""term_type"":""other"",""example_sentence"":""Milk exhibits Tyndall effect due to colloidal fat and casein micelles."",""properties"":{""description"":""Oil-in-water emulsion"",""relevance"":""Colloid stability example""}}"
mixtures,1.6,"{""explanation"":""Combinations of substances without chemical bonding, separable by physical methods."",""urdu_meaning"":""مرکّبات - مادّوں کا جسمانی مرکّب"",""term_type"":""concept"",""example_sentence"":""Air is gaseous mixture separable into components through fractional distillation."",""properties"":{""key_principle"":""No fixed composition"",""related_concepts"":[""heterogeneous"",""homogeneous"",""colloids"",""solutions""],""real_world_example"":""Petroleum refining""}}"
nanofiltration,1.6,"{""explanation"":""Membrane process removing particles 0.001-0.01 μm, used in water purification."",""urdu_meaning"":""نینو فلٹریشن - پانی کی صفائی میں استعمال ہونے والا عمل"",""term_type"":""process"",""example_sentence"":""Nanofiltration removes divalent ions while allowing monovalent salts to pass."",""properties"":{""key_principle"":""Size/charge exclusion"",""related_concepts"":[""membrane technology"",""Donnan effect"",""reverse osmosis"",""water softening""],""real_world_example"":""Pharmaceutical water purification""}}"
oxidize,1.6,"{""explanation"":""Chemical process where substances lose electrons, increasing oxidation state."",""urdu_meaning"":""آکسیجن ملانا - الیکٹران کا ضیاع"",""term_type"":""process"",""example_sentence"":""Chlorine oxidizes contaminants in water treatment through redox reactions."",""properties"":{""key_principle"":""Electron transfer"",""related_concepts"":[""disinfection"",""corrosion"",""combustion"",""electrochemistry""],""real_world_example"":""Water disinfection processes""}}"
particle size,1.6,"{""explanation"":""Critical factor determining mixture classification: solutions (<1nm), colloids (1-1000nm), suspensions (>1000nm)."",""urdu_meaning"":""ذرّاتی سائز - مرکّب کی درجہ بندی کا فیصلہ کن عنصر"",""term_type"":""property"",""example_sentence"":""Particle size in colloids allows stable dispersion without sedimentation."",""properties"":{""key_principle"":""Brownian motion dominance"",""related_concepts"":[""sedimentation rate"",""filtration efficiency"",""surface area"",""nanotechnology""],""real_world_example"":""Drug nanoparticle formulations""}}"
particles,1.6,"{""explanation"":""Discrete units of matter ranging from atoms to macroscopic grains in mixtures."",""urdu_meaning"":""ذرّات - مادّے کے منفرد ذرّات"",""term_type"":""concept"",""example_sentence"":""Colloidal particles scatter light when suspended in solution."",""properties"":{""key_principle"":""Size-dependent behavior"",""related_concepts"":[""Brownian motion"",""sedimentation"",""aerosols"",""particulate matter""],""real_world_example"":""Pollution monitoring""}}"
pollution effects,1.6,"{""explanation"":""Environmental impacts from colloidal/suspended particles reducing air/water quality."",""urdu_meaning"":""آلودگی کے اثرات - ماحول پر پڑنے والے اثرات"",""term_type"":""concept"",""example_sentence"":""Colloidal pollutants in water reduce light penetration affecting aquatic ecosystems."",""properties"":{""key_principle"":""Light attenuation and toxicity"",""related_concepts"":[""turbidity"",""PM2.5"",""bioaccumulation"",""eutrophication""],""real_world_example"":""Smog formation in cities""}}"
polymerize,1.6,"{""explanation"":""Process where monomers link into chains, affecting colloid stability in emulsions."",""urdu_meaning"":""پولیمرائز کرنا - مونومرز کا سلسلوں میں جڑنا"",""term_type"":""process"",""example_sentence"":""Proteins polymerize when milk sours, forming colloidal curds."",""properties"":{""key_principle"":""Chain growth mechanism"",""related_concepts"":[""crosslinking"",""viscosity"",""emulsion polymerization"",""flocculation""],""real_world_example"":""Latex production""}}"
reaction rate,1.6,"{""explanation"":""Speed of chemical transformations influenced by concentration, temperature, and catalysts."",""urdu_meaning"":""تعامل کی شرح - کیمیائی تبدیلیوں کی رفتار"",""term_type"":""property"",""example_sentence"":""Higher solute concentrations increase reaction rates in solution chemistry."",""properties"":{""key_principle"":""Collision theory"",""related_concepts"":[""Arrhenius equation"",""activation energy"",""catalysis"",""kinetic modeling""],""real_world_example"":""Enzyme kinetics""}}"
reverse osmosis,1.6,"{""explanation"":""Water purification process using pressure to overcome osmotic pressure across semipermeable membrane."",""urdu_meaning"":""ریورز اوسموسس - پانی کی صفائی کا عمل"",""term_type"":""process"",""example_sentence"":""Reverse osmosis removes dissolved ions from seawater through membrane filtration."",""properties"":{""key_principle"":""Applied pressure > osmotic pressure"",""related_concepts"":[""desalination"",""membrane fouling"",""rejection rate"",""osmotic pressure""],""real_world_example"":""Desalination plants""}}"
separation techniques,1.6,"{""explanation"":""Physical methods isolating mixture components based on properties like size or solubility."",""urdu_meaning"":""علیحدگی کی تکنیکیں - مرکّبات کے اجزاء کو الگ کرنے کے طریقے"",""term_type"":""concept"",""example_sentence"":""Chromatography separates ink components based on differential adsorption."",""properties"":{""key_principle"":""Exploiting physical differences"",""related_concepts"":[""distillation"",""crystallization"",""magnetism"",""density separation""],""real_world_example"":""Petroleum fractionation""}}"
solubility,1.6,"{""explanation"":""Maximum solute amount dissolving in solvent at equilibrium, temperature-dependent."",""urdu_meaning"":""حل پذیری - محلول میں گھلنے کی زیادہ سے زیادہ مقدار"",""term_type"":""property"",""example_sentence"":""Sugar solubility increases with temperature in water."",""properties"":{""key_principle"":""Intermolecular interactions"",""related_concepts"":[""like dissolves like"",""solvation energy"",""supersaturation"",""Hildebrand parameter""],""real_world_example"":""Recrystallization purification""}}"
solute,1.6,"{""explanation"":""Substance dissolved in solvent forming solution, typically present in lesser amount."",""urdu_meaning"":""سالمہ - محلول میں گھلنے والا مادّہ"",""term_type"":""concept"",""example_sentence"":""Salt solute dissociates into ions when dissolved in water."",""properties"":{""key_principle"":""Concentration-dependent properties"",""related_concepts"":[""solvation"",""activity"",""diffusion"",""colligative properties""],""real_world_example"":""Electrolytes in sports drinks""}}"
solutions,1.6,"{""explanation"":""Homogeneous mixtures where solute is molecularly dispersed in solvent."",""urdu_meaning"":""محلول - سالمہ کا محلل میں سالماتی سطح پر گھلنا"",""term_type"":""concept"",""example_sentence"":""Sugar solutions don't scatter light because molecules are smaller than light wavelength."",""properties"":{""key_principle"":""Molecular dispersion"",""related_concepts"":[""solubility"",""concentration"",""colligative properties"",""Raoult's law""],""real_world_example"":""Saline intravenous fluids""}}"
solvent,1.6,"{""explanation"":""Medium dissolving solute, typically present in greater amount in solutions."",""urdu_meaning"":""محلل - سالمہ کو گھلانے والا سیّال"",""term_type"":""concept"",""example_sentence"":""Water solvent dissolves ionic compounds through hydration shells."",""properties"":{""key_principle"":""Polarity matching"",""related_concepts"":[""dielectric constant"",""solvation energy"",""protic/aprotic"",""green solvents""],""real_world_example"":""Organic synthesis reactions""}}"
starch solutions,1.6,"{""explanation"":""Colloidal dispersions where starch molecules form hydrated particles in water."",""urdu_meaning"":""نشاستہ محلول - کولائیڈل پراگندہ"",""term_type"":""other"",""example_sentence"":""Starch solutions exhibit Tyndall effect and turn blue with iodine."",""properties"":{""description"":""Colloidal carbohydrate dispersion"",""relevance"":""Indicator chemistry""}}"
suspensions,1.6,"{""explanation"":""Heterogeneous mixtures with >1000nm particles settling over time unless agitated."",""urdu_meaning"":""معلق - بڑے ذرّات والے غیر متجانس مرکّبات"",""term_type"":""concept"",""example_sentence"":""Muddy water suspensions require filtration to remove sediment particles."",""properties"":{""key_principle"":""Gravity sedimentation"",""related_concepts"":[""Stokes' law"",""flocculation"",""deflocculation"",""rheology""],""real_world_example"":""Pharmaceutical suspensions""}}"
table sugar,1.6,"{""explanation"":""Sucrose compound (C₁₂H₂₂O₁₁) forming true solutions without Tyndall effect."",""urdu_meaning"":""شکر - سوکروز کا مرکّب"",""term_type"":""compound"",""example_sentence"":""Table sugar dissolves completely in water to form homogeneous solution."",""properties"":{""formula"":""C₁₂H₂₂O₁₁"",""molar_mass"":""342.3 g/mol"",""state_room_temp"":""solid"",""hazards"":[""dental caries"",""obesity"",""diabetes""]}}"
tyndall effect,1.6,"{""explanation"":""Visible light scattering by colloidal particles confirming dispersion nature."",""urdu_meaning"":""ٹنڈل اثر - کولائیڈل ذرّات کی روشنی کی منتشری"",""term_type"":""property"",""example_sentence"":""Tyndall effect distinguishes colloids from true solutions in beam tests."",""properties"":{""key_principle"":""Rayleigh scattering"",""related_concepts"":[""colloids"",""nephelometry"",""turbidity"",""light penetration""],""real_world_example"":""Laser beams in fog""}}"
van der waals forces,1.6,"{""explanation"":""Weak intermolecular attractions stabilizing colloids through transient dipoles."",""urdu_meaning"":""وان ڈر والز قوّتیں - کمزور بین سالماتی کشش"",""term_type"":""concept"",""example_sentence"":""Van der Waals forces cause coagulation in colloidal suspensions."",""properties"":{""key_principle"":""Transient dipoles"",""related_concepts"":[""London dispersion"",""DLVO theory"",""flocculation"",""nanoaggregation""],""real_world_example"":""Gecko adhesion mechanisms""}}"
water purification,1.6,"{""explanation"":""Processes removing contaminants including filtration, reverse osmosis, and chemical treatment."",""urdu_meaning"":""پانی کی صفائی - نجاست دور کرنے کے عمل"",""term_type"":""process"",""example_sentence"":""Water purification combines coagulation, sedimentation, and filtration techniques."",""properties"":{""key_principle"":""Contaminant removal"",""related_concepts"":[""disinfection"",""desalination"",""adsorption"",""flocculation""],""real_world_example"":""Municipal water treatment""}}"
concentration,1.7,"{""explanation"":""Measure of solute amount per solvent volume, affecting dissolution rates and saturation."",""urdu_meaning"":""سالمے کی مقدار فی محلول کا حجم"",""term_type"":""property"",""example_sentence"":""Higher salt concentrations accelerate corrosion in electrochemical systems."",""properties"":{""key_principle"":""Solubility limits"",""related_concepts"":[""molarity"",""molality"",""dilution"",""activity coefficient""],""real_world_example"":""Battery electrolyte concentration""}}"
crystallization,1.7,"{""explanation"":""Separation process where dissolved solute forms crystals upon supersaturation."",""urdu_meaning"":""قلم بننا - محلول سے قلمی ٹھوس کا بننا"",""term_type"":""process"",""example_sentence"":""Crystallization purifies copper sulfate by cooling saturated solutions."",""properties"":{""key_principle"":""Nucleation and growth"",""related_concepts"":[""supersaturation"",""crystal habit"",""recrystallization"",""yield calculation""],""real_world_example"":""Sugar refining""}}"
dissolution,1.7,"{""explanation"":""Process where solute particles disperse molecularly in solvent through solvation."",""urdu_meaning"":""گھلنا - سالمہ کا محلل میں سالماتی سطح پر پھیلنا"",""term_type"":""process"",""example_sentence"":""Salt dissolution involves ion hydration breaking ionic lattice."",""properties"":{""key_principle"":""Solvent-solute interactions"",""related_concepts"":[""solvation energy"",""entropy change"",""dissolution kinetics"",""heat of solution""],""real_world_example"":""Pharmaceutical tablet dissolution""}}"
dissolve,1.7,"{""explanation"":""To form homogeneous mixture at molecular level through solvent interactions."",""urdu_meaning"":""گھلنا - سالماتی سطح پر یکساں مرکّب بننا"",""term_type"":""process"",""example_sentence"":""Sugar dissolves faster in hot water due to increased molecular motion."",""properties"":{""key_principle"":""Intermolecular forces"",""related_concepts"":[""solubility"",""diffusion"",""hydration shells"",""dissolution rate""],""real_world_example"":""Brewing coffee""}}"
dissolved solute,1.7,"{""explanation"":""Solute molecules/ions molecularly dispersed in solvent forming homogeneous phase."",""urdu_meaning"":""گھلا ہوا سالمہ - محلل میں سالماتی سطح پر پھیلا ہوا"",""term_type"":""concept"",""example_sentence"":""Dissolved salt ions conduct electricity in aqueous solutions."",""properties"":{""key_principle"":""Molecular dispersion"",""related_concepts"":[""conductivity"",""colligative properties"",""solvation"",""hydration""],""real_world_example"":""Electrolytes in biological fluids""}}"
dynamic equilibrium,1.7,"{""explanation"":""State where dissolution and crystallization rates equal at saturation point."",""urdu_meaning"":""حرکی توازن - گھلنے اور قلم بننے کی رفتار برابر"",""term_type"":""concept"",""example_sentence"":""Salt crystals maintain constant size in saturated solution at dynamic equilibrium."",""properties"":{""key_principle"":""Equal forward/reverse rates"",""related_concepts"":[""saturation"",""Le Chatelier's principle"",""solubility product"",""reversible processes""],""real_world_example"":""Limestone cave formation""}}"
hydrogen bonding,1.7,"{""explanation"":""Strong dipole-dipole attraction between H and O/N/F atoms facilitating dissolution."",""urdu_meaning"":""ہائیڈروجن بانڈنگ - ایچ اور او/این/ایف ایٹموں کے درمیان مضبوط کشش"",""term_type"":""concept"",""example_sentence"":""Hydrogen bonding enables water to dissolve polar substances like sugar."",""properties"":{""key_principle"":""Electrostatic attraction"",""related_concepts"":[""solubility"",""hydration shells"",""surface tension"",""protein folding""],""real_world_example"":""DNA double helix stability""}}"
hydrogen bonds,1.7,"{""explanation"":""Specific intermolecular forces (5-30 kJ/mol) between δ⁺H and δ⁻O/N/F atoms."",""urdu_meaning"":""ہائیڈروجن بندھن - مخصوص بین سالماتی قوّتیں"",""term_type"":""concept"",""example_sentence"":""Hydrogen bonds form hydration shells around dissolved ions."",""properties"":{""key_principle"":""Directional attraction"",""related_concepts"":[""water structure"",""solvation energy"",""boiling point elevation"",""molecular recognition""],""real_world_example"":""Antifreeze protein action""}}"
ionic salts,1.7,"{""explanation"":""Compounds dissociating into ions in solution, exhibiting high solubility in polar solvents."",""urdu_meaning"":""آیونی نمکیات - محلول میں آئنوں میں ٹوٹنے والے مرکّبات"",""term_type"":""concept"",""example_sentence"":""Ionic salts like NaCl have temperature-dependent solubility curves."",""properties"":{""key_principle"":""Lattice energy vs hydration energy"",""related_concepts"":[""solubility rules"",""electrolytes"",""hydration enthalpy"",""crystal lattice""],""real_world_example"":""Electrolyte replacement salts""}}"
potassium nitrate,1.7,"{""explanation"":""Ionic compound (KNO₃) with steep solubility-temperature relationship."",""urdu_meaning"":""پوٹاشیم نائٹریٹ - آیونی مرکّب"",""term_type"":""compound"",""example_sentence"":""Potassium nitrate forms supersaturated solutions when cooled rapidly."",""properties"":{""formula"":""KNO₃"",""molar_mass"":""101.1 g/mol"",""state_room_temp"":""solid"",""hazards"":[""oxidizer"",""skin irritation"",""explosive mixtures""]}}"
salt ions,1.7,"{""explanation"":""Dissociated cations/anions from ionic compounds enabling electrical conductivity."",""urdu_meaning"":""نمک کے آئن - آیونی مرکّبات سے آزاد ہونے والے آئن"",""term_type"":""concept"",""example_sentence"":""Salt ions increase water's conductivity proportionally to concentration."",""properties"":{""key_principle"":""Electrolytic dissociation"",""related_concepts"":[""ionic strength"",""Debye length"",""mobility"",""conductometric titration""],""real_world_example"":""Electrolytes in sports drinks""}}"
saturated solution,1.7,"{""explanation"":""Solution containing maximum dissolved solute at equilibrium with undissolved solute."",""urdu_meaning"":""سیر شدہ محلول - زیادہ سے زیادہ گھلا ہوا سالمہ"",""term_type"":""concept"",""example_sentence"":""Saturated salt solutions maintain constant concentration at fixed temperature."",""properties"":{""key_principle"":""Dynamic equilibrium"",""related_concepts"":[""solubility"",""precipitation"",""seed crystals"",""solubility product""],""real_world_example"":""Brine solutions in pickling""}}"
saturated vs unsaturated solutions,1.7,"{""explanation"":""Comparison based on solute concentration relative to solubility limit at given temperature."",""urdu_meaning"":""سیر شدہ بمقابلہ غیر سیر شدہ محلول - سالمے کی مقدار کا موازنہ"",""term_type"":""concept"",""example_sentence"":""Saturated solutions have visible undissolved solute unlike unsaturated solutions."",""properties"":{""key_principle"":""Equilibrium presence"",""related_concepts"":[""solubility curve"",""concentration gradients"",""dissolution capacity"",""phase diagrams""],""real_world_example"":""Carbonated beverages under pressure""}}"
sodium chloride,1.7,"{""explanation"":""Ionic compound (NaCl) with flat solubility curve exhibiting minimal temperature dependence."",""urdu_meaning"":""سوڈیم کلورائیڈ - نمک کا کیمیائی نام"",""term_type"":""compound"",""example_sentence"":""Sodium chloride solubility increases only slightly with temperature."",""properties"":{""formula"":""NaCl"",""molar_mass"":""58.44 g/mol"",""state_room_temp"":""solid"",""hazards"":[""hypertension"",""corrosion"",""dehydration""]}}"
solubilities,1.7,"{""explanation"":""Maximum solute amounts dissolving in solvents, quantified in g/100mL or mol/L."",""urdu_meaning"":""حل پذیری کی مقدار - محلول میں گھلنے کی زیادہ سے زیادہ مقدار"",""term_type"":""property"",""example_sentence"":""Different salt solubilities enable fractional crystallization separation."",""properties"":{""key_principle"":""Compound-specific property"",""related_concepts"":[""solubility rules"",""selective precipitation"",""thermodynamic solubility"",""kinetic solubility""],""real_world_example"":""Pharmaceutical formulation""}}"
solubility,1.7,"{""explanation"":""Temperature-dependent property defining maximum solute dissolved per solvent amount at equilibrium."",""urdu_meaning"":""حل پذیری - درجہ حرارت پر منحصر خاصیت"",""term_type"":""property"",""example_sentence"":""Potassium nitrate solubility increases dramatically with temperature."",""properties"":{""key_principle"":""Gibbs free energy balance"",""related_concepts"":[""enthalpy of solution"",""entropy"",""crystal lattice energy"",""hydration energy""],""real_world_example"":""Recrystallization purification""}}"
solute,1.7,"{""explanation"":""Substance dissolved in solvent, present in lesser quantity in solutions."",""urdu_meaning"":""سالمہ - محلول میں گھلنے والا مادّہ"",""term_type"":""concept"",""example_sentence"":""Solute concentration determines colligative properties like boiling point elevation."",""properties"":{""key_principle"":""Dispersed phase"",""related_concepts"":[""solvation"",""diffusion"",""activity"",""osmosis""],""real_world_example"":""Medicinal active ingredients""}}"
solute-solvent combinations,1.7,"{""explanation"":""Pairs where molecular interactions enable dissolution following 'like dissolves like' principle."",""urdu_meaning"":""سالمہ-محلل جوڑے - سالماتی تعاملات کے ذریعے گھلنے کی خصوصیت"",""term_type"":""concept"",""example_sentence"":""Water-ethanol solute-solvent combination shows complete miscibility due to hydrogen bonding."",""properties"":{""key_principle"":""Polarity matching"",""related_concepts"":[""Hildebrand solubility parameter"",""hydrogen bonding"",""dielectric constant"",""miscibility""],""real_world_example"":""Oil extraction using nonpolar solvents""}}"
solution density,1.7,"{""explanation"":""Mass per volume of solution, increasing with solute concentration."",""urdu_meaning"":""محلول کی کثافت - محلول کی کمیت فی حجم"",""term_type"":""property"",""example_sentence"":""Solution density measurements determine concentration in refractometry."",""properties"":{""key_principle"":""Additive partial volumes"",""related_concepts"":[""pycnometry"",""concentration"",""buoyancy"",""hydrometry""],""real_world_example"":""Battery acid concentration testing""}}"
solvent,1.7,"{""explanation"":""Dissolving medium typically present in greater amount in solutions."",""urdu_meaning"":""محلل - گھلانے والا سیّال"",""term_type"":""concept"",""example_sentence"":""Water solvent molecules form hydration shells around dissolved ions."",""properties"":{""key_principle"":""Continuous phase"",""related_concepts"":[""polarity"",""solvation"",""solvent effects"",""green chemistry""],""real_world_example"":""Paint thinner formulations""}}"
sugar molecules,1.7,"{""explanation"":""Polar organic compounds dissolving through hydrogen bonding with water."",""urdu_meaning"":""شکر کے سالمات - قطبی نامیاتی مرکّبات"",""term_type"":""concept"",""example_sentence"":""Sugar molecules disrupt water structure through hydrogen bonding."",""properties"":{""key_principle"":""Hydroxyl group interactions"",""related_concepts"":[""hydrogen bonding"",""hydration"",""viscosity"",""colligative properties""],""real_world_example"":""Food preservation""}}"
supersaturated solutions,1.7,"{""explanation"":""Metastable solutions containing more dissolved solute than saturation limit."",""urdu_meaning"":""سپر سیر شدہ محلول - گھلنے کی حد سے زیادہ سالمہ پر مشتمل"",""term_type"":""concept"",""example_sentence"":""Supersaturated sodium acetate solutions crystallize instantly upon nucleation."",""properties"":{""key_principle"":""Kinetic metastability"",""related_concepts"":[""crystallization"",""nucleation"",""seed crystals"",""precipitation""],""real_world_example"":""Hand warmers""}}"
table salt,1.7,"{""explanation"":""Sodium chloride (NaCl) used to demonstrate temperature-independent solubility."",""urdu_meaning"":""سفید نمک - سوڈیم کلورائیڈ"",""term_type"":""compound"",""example_sentence"":""Table salt solubility increases only 7% from 0°C to 100°C."",""properties"":{""formula"":""NaCl"",""molar_mass"":""58.44 g/mol"",""state_room_temp"":""solid"",""hazards"":[""hypertension"",""corrosion"",""dehydration""]}}"
table sugar,1.7,"{""explanation"":""Sucrose (C₁₂H₂₂O₁₁) showing temperature-dependent solubility in water."",""urdu_meaning"":""شکر - سوکروز"",""term_type"":""compound"",""example_sentence"":""Table sugar solubility doubles from 0°C to 100°C in water."",""properties"":{""formula"":""C₁₂H₂₂O₁₁"",""molar_mass"":""342.3 g/mol"",""state_room_temp"":""solid"",""hazards"":[""dental caries"",""obesity"",""diabetes""]}}"
temperature,1.7,"{""explanation"":""Factor altering solubility by affecting kinetic energy and intermolecular forces."",""urdu_meaning"":""درجہ حرارت - حل پذیری پر اثر انداز ہونے والا عنصر"",""term_type"":""property"",""example_sentence"":""Temperature increase enhances sugar solubility by disrupting crystal lattice."",""properties"":{""key_principle"":""Kinetic energy effect"",""related_concepts"":[""solubility curves"",""endothermic dissolution"",""entropy"",""collision frequency""],""real_world_example"":""Recrystallization purification""}}"
undissolved solute,1.7,"{""explanation"":""Excess solid remaining in equilibrium with saturated solution."",""urdu_meaning"":""ناقابلِ حل سالمہ - سیر شدہ محلول کے ساتھ موجود ٹھوس"",""term_type"":""concept"",""example_sentence"":""Undissolved salt crystals maintain saturation equilibrium in brine."",""properties"":{""key_principle"":""Phase equilibrium"",""related_concepts"":[""saturation"",""precipitation"",""solubility product"",""Le Chatelier's principle""],""real_world_example"":""Salt beds in saturated solutions""}}"
unsaturated solution,1.7,"{""explanation"":""Solution containing less solute than saturation capacity at given temperature."",""urdu_meaning"":""غیر سیر شدہ محلول - گھلنے کی صلاحیت سے کم سالمہ"",""term_type"":""concept"",""example_sentence"":""Unsaturated salt solutions can dissolve additional solute without precipitation."",""properties"":{""key_principle"":""Below solubility limit"",""related_concepts"":[""concentration"",""dilution"",""dissolution capacity"",""phase diagrams""],""real_world_example"":""Sweetened beverages""}}"
water molecules,1.7,"{""explanation"":""Polar solvent molecules forming hydrogen bonds with solutes during dissolution."",""urdu_meaning"":""پانی کے سالمات - قطبی محلل سالمات"",""term_type"":""concept"",""example_sentence"":""Water molecules surround ions with hydration shells in dissolution process."",""properties"":{""key_principle"":""Tetrahedral hydrogen bonding"",""related_concepts"":[""solvation"",""dielectric constant"",""hydrophilicity"",""aqueous chemistry""],""real_world_example"":""Biological solvent systems""}}"
aquatic life,1.8,"{""explanation"":""Organisms living in water ecosystems highly sensitive to dissolved oxygen levels and temperature changes."",""urdu_meaning"":""آبی حیات - پانی کے نظام میں رہنے والے جاندار"",""term_type"":""concept"",""example_sentence"":""Thermal pollution reduces dissolved oxygen, threatening aquatic life in rivers near power plants."",""properties"":{""key_principle"":""Oxygen solubility dependence"",""related_concepts"":[""dissolved oxygen"",""eutrophication"",""thermal pollution"",""bioindicators""],""real_world_example"":""Fish kills in heated wastewater discharges""}}"
carbonation,1.8,"{""explanation"":""Dissolution process where CO₂ dissolves in water under pressure forming carbonic acid."",""urdu_meaning"":""کاربونیٹ کرنا - پانی میں کاربن ڈائی آکسائیڈ کا گھلنا"",""term_type"":""process"",""example_sentence"":""Carbonation in beverages follows Henry's law, releasing CO₂ when pressure decreases."",""properties"":{""key_principle"":""Henry's law (C = kP)"",""related_concepts"":[""solubility"",""equilibrium"",""acid-base chemistry"",""Le Chatelier's principle""],""real_world_example"":""Soft drink bottling process""}}"
copper sulfate,1.8,"{""explanation"":""Hydrated compound (CuSO₄·5H₂O) demonstrating endothermic dissolution and recrystallization."",""urdu_meaning"":""تانبا سلفیٹ - پانی ملے نمک کا مرکّب"",""term_type"":""compound"",""example_sentence"":""Copper sulfate pentahydrate crystals form through exothermic crystallization."",""properties"":{""formula"":""CuSO₄·5H₂O"",""molar_mass"":""249.68 g/mol"",""state_room_temp"":""solid"",""hazards"":[""toxic if ingested"",""environmental pollutant"",""skin irritation""]}}"
