term,topic_id,enrichment_data
diatomic molecules,9.6,"{""explanation"": ""Diatomic molecules consist of two atoms bonded together. Halogens (Group 17 elements like F₂, Cl₂) exist as diatomic molecules, while noble gases are monoatomic."", ""urdu_meaning"": ""دو ایٹمی مالیکیول - دو ایٹموں پر مشتمل مالیکیول"", ""term_type"": ""concept"", ""example_sentence"": ""The intermolecular forces between diatomic molecules of halogens increase with molecular size."", ""properties"": {""key_principle"": ""Molecules composed of two atoms of the same or different elements."", ""related_concepts"": [""halogens"", ""covalent bonding"", ""non-metals"", ""noble gases (monoatomic)"", ""intermolecular forces""], ""real_world_example"": ""Cl₂, O₂, N₂, CO.""}}"
displace,9.6,"{""explanation"": ""To displace in chemistry means for a more reactive element to take the place of a less reactive element in a compound. For example, more reactive halogens can displace less reactive halogens from their salts."", ""urdu_meaning"": ""ہٹانا / جگہ لینا - ایک عنصر کا دوسرے کو اس کے مرکب سے نکالنا"", ""term_type"": ""process"", ""example_sentence"": ""Chlorine is reactive enough to displace bromine from a solution of sodium bromide."", ""properties"": {""key_principle"": ""Replacement of one element in a compound by another, more reactive element."", ""related_concepts"": [""displacement reactions"", ""reactivity series"", ""halogens"", ""oxidizing agents"", ""redox reactions""], ""real_world_example"": ""Zn(s) + CuSO₄(aq) → ZnSO₄(aq) + Cu(s).""}}"
ductility,9.6,"{""explanation"": ""Ductility is the ability of a material, especially metals like alkali metals and transition elements, to be drawn into wires. Non-metals and noble gases are not ductile."", ""urdu_meaning"": ""تار پذیری - مواد کی پتلی تاروں میں کھینچے جانے کی صلاحیت"", ""term_type"": ""property"", ""example_sentence"": ""The ductility of transition elements like copper makes them ideal for electrical wiring."", ""properties"": {""describes"": ""The capacity of a material to be stretched into a wire without breaking."", ""related_concepts"": [""physical properties"", ""metals"", ""alkali metals"", ""transition elements"", ""malleability"", ""metallic bonding""], ""example_of_use"": ""Gold's high ductility allows it to be drawn into very fine threads."", ""measurement_type"": ""Percentage elongation.""}}"
electrical conductivity,9.6,"{""explanation"": ""Electrical conductivity is a measure of a material's ability to conduct electricity. Metals (alkali metals, transition elements) are good conductors, graphite (a non-metal) is a moderate conductor, while other non-metals and noble gases are insulators."", ""urdu_meaning"": ""برقی موصلیت - بجلی گزرنے کی صلاحیت"", ""term_type"": ""property"", ""example_sentence"": ""The high electrical conductivity of metals is due to their mobile electrons in the metallic bond."", ""properties"": {""describes"": ""The ability of a substance to allow the flow of electric current."", ""related_concepts"": [""conductivity"", ""metals"", ""non-metals"", ""alkali metals"", ""transition elements"", ""graphite"", ""noble gases"", ""mobile electrons"", ""metallic bonding""], ""example_of_use"": ""Copper wires are used for electrical transmission due to their high electrical conductivity."", ""measurement_type"": ""Siemens per meter (S/m).""}}"
electronic configurations,9.6,"{""explanation"": ""Electronic configurations describe electron arrangements and are key to understanding the properties of different groups: alkali metals (ns¹), halogens (ns²np⁵), noble gases (ns²np⁶ or 1s²), transition elements (partially filled d-orbitals), and non-metals like graphite (carbon: [He]2s²2p²)."", ""urdu_meaning"": ""الیکٹرانی تشکیلات - ایٹموں میں الیکٹرانوں کی ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""The distinct electronic configurations of alkali metals, halogens, noble gases, and transition elements lead to their characteristic chemical behaviors."", ""properties"": {""key_principle"": ""The distribution of electrons in atomic orbitals, dictating chemical properties."", ""related_concepts"": [""valence electron"", ""alkali metals"", ""halogens"", ""noble gases"", ""transition elements"", ""d-block elements"", ""graphite"", ""reactivity"", ""stability""], ""real_world_example"": ""Sodium: [Ne]3s¹; Chlorine: [Ne]3s²3p⁵; Argon: [Ne]3s²3p⁶; Iron: [Ar]3d⁶4s².""}}"
graphite,9.6,"{""explanation"": ""Graphite is an allotrope of carbon (a non-metal) with a layered structure where carbon atoms are covalently bonded in hexagonal sheets. It conducts electricity due to delocalized pi electrons and is used as a lubricant."", ""urdu_meaning"": ""گریفائٹ - کاربن کی ایک شکل، بجلی کا موصل اور چکنا کرنے والا"", ""term_type"": ""compound"", ""example_sentence"": ""Unlike diamond, graphite is soft and a good electrical conductor due to its unique layered structure and mobile electrons."", ""properties"": {""formula"": ""C"", ""molar_mass"": ""12.01 g/mol"", ""state_room_temp"": ""solid"", ""hazards"": [""Non-toxic"", ""Dust can be an irritant""]}}"
group 1,9.6,"{""explanation"": ""Group 1 of the periodic table contains the alkali metals, highly reactive elements with one valence electron (ns¹ configuration)."", ""urdu_meaning"": ""گروپ 1 - دوری جدول کا پہلا گروہ (الکلی دھاتیں)"", ""term_type"": ""concept"", ""example_sentence"": ""Elements in Group 1, such as sodium and potassium, readily lose their single valence electron to form +1 cations."", ""properties"": {""key_principle"": ""The first column of the periodic table (excluding H for group properties), comprising alkali metals."", ""related_concepts"": [""alkali metals"", ""periodic table"", ""s-block"", ""valence electron"", ""reactivity"", ""metals""], ""real_world_example"": ""Lithium, sodium, potassium.""}}"
group 17 elements,9.6,"{""explanation"": ""Group 17 elements, known as halogens, are highly reactive non-metals with seven valence electrons (ns²np⁵ configuration), strong oxidizing agents, and exist as diatomic molecules."", ""urdu_meaning"": ""گروپ 17 عناصر - ہیلوجنز"", ""term_type"": ""concept"", ""example_sentence"": ""The reactivity of Group 17 elements decreases down the group from fluorine to iodine."", ""properties"": {""key_principle"": ""Elements in the 17th column of the periodic table, characterized by high electronegativity and reactivity."", ""related_concepts"": [""halogens"", ""periodic table"", ""p-block"", ""non-metals"", ""valence electron"", ""diatomic molecules"", ""oxidizing agents"", ""reactivity""], ""real_world_example"": ""Fluorine, chlorine, bromine, iodine.""}}"
group 18,9.6,"{""explanation"": ""Group 18 of the periodic table contains the noble gases, which are characterized by completely filled outer electron shells, making them very stable and chemically inert."", ""urdu_meaning"": ""گروپ 18 - دوری جدول کا اٹھارہواں گروہ (نبیل گیسیں)"", ""term_type"": ""concept"", ""example_sentence"": ""Elements in Group 18, like helium and neon, are monoatomic gases at room temperature due to their inertness."", ""properties"": {""key_principle"": ""The rightmost column of the periodic table, comprising the noble gases."", ""related_concepts"": [""noble gases"", ""periodic table"", ""p-block (except He)"", ""completely filled outer electron shells"", ""inertness"", ""stability"", ""monoatomic gases""], ""real_world_example"": ""Helium, neon, argon.""}}"
haber process,9.6,"{""explanation"": ""The Haber process (or Haber-Bosch process) is an industrial method for synthesizing ammonia from nitrogen and hydrogen, using an iron-based (transition element) catalyst."", ""urdu_meaning"": ""ہیبر پراسیس - امونیا بنانے کا صنعتی عمل"", ""term_type"": ""process"", ""example_sentence"": ""The iron catalyst in the Haber process is crucial for achieving a practical rate of ammonia production."", ""properties"": {""key_principle"": ""Catalytic synthesis of NH₃ from N₂ and H₂ at high temperature and pressure."", ""related_concepts"": [""ammonia production"", ""catalysis"", ""iron"", ""transition elements"", ""industrial chemistry""], ""real_world_example"": ""Primary method for industrial ammonia synthesis for fertilizers.""}}"
halogens,9.6,"{""explanation"": ""Halogens (Group 17 elements) are reactive non-metals that exist as diatomic molecules (e.g., Cl₂, Br₂), are strong oxidizing agents, and readily form salts with metals."", ""urdu_meaning"": ""ہیلوجنز - دوری جدول کے گروپ 17 کے عناصر"", ""term_type"": ""concept"", ""example_sentence"": ""The oxidizing power of halogens decreases down the group, with fluorine being the strongest."", ""properties"": {""key_principle"": ""Group 17 non-metals with seven valence electrons, known for high reactivity and forming X⁻ ions or single covalent bonds."", ""related_concepts"": [""group 17 elements"", ""non-metals"", ""diatomic molecules"", ""oxidizing agents"", ""reactivity"", ""valence electron""], ""real_world_example"": ""Chlorine (Cl₂), Bromine (Br₂), Iodine (I₂).""}}"
hydrogenation reactions,9.6,"{""explanation"": ""Hydrogenation reactions involve adding hydrogen to unsaturated compounds, often catalyzed by transition elements like nickel, platinum, or palladium."", ""urdu_meaning"": ""ہائیڈروجنیشن تعاملات - ہائیڈروجن کے اضافے والے کیمیائی عمل"", ""term_type"": ""process"", ""example_sentence"": ""Nickel, a transition element, is a common catalyst for hydrogenation reactions in the food industry to convert oils to fats."", ""properties"": {""key_principle"": ""Chemical reactions where hydrogen is added to a molecule, typically across a multiple bond."", ""related_concepts"": [""catalysis"", ""transition elements"", ""nickel"", ""unsaturated oils"", ""saturated fats"", ""addition reactions""], ""real_world_example"": ""Converting vegetable oils to margarine.""}}"
interatomic attraction,9.6,"{""explanation"": ""Interatomic attraction refers to the forces holding atoms together, which can be strong chemical bonds (metallic, ionic, covalent) or weaker intermolecular forces (like London dispersion forces between noble gas atoms or halogen molecules)."", ""urdu_meaning"": ""بین الجوہری کشش - ایٹموں کو جوڑنے والی قوتیں"", ""term_type"": ""concept"", ""example_sentence"": ""The strength of interatomic attraction determines many physical properties, such as melting and boiling points; strong metallic bonds in transition elements lead to high values, while weak dispersion forces in noble gases lead to very low values."", ""properties"": {""key_principle"": ""Forces that exist between atoms, dictating their aggregation into molecules or condensed phases."", ""related_concepts"": [""chemical bonding"", ""metallic bonding"", ""covalent bonding"", ""ionic bonding"", ""intermolecular forces"", ""London dispersion forces"", ""melting points"", ""boiling points""], ""real_world_example"": ""Strong covalent bonds within a Cl₂ molecule, weaker London dispersion forces between Cl₂ molecules.""}}"
iron,9.6,"{""explanation"": ""Iron (Fe) is a d-block transition element widely used as a catalyst (e.g., in the Haber process), for its magnetic properties, and as the primary component of steel due to its strength and abundance."", ""urdu_meaning"": ""لوہا - ایک عبوری عنصر، عمل انگیز اور ساختی مواد"", ""term_type"": ""element"", ""example_sentence"": ""The catalytic activity of iron in the Haber process is crucial for the industrial production of ammonia."", ""properties"": {""symbol"": ""Fe"", ""atomic_number"": 26, ""category"": ""metal (transition)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Steel production"", ""Catalyst (Haber process)"", ""Magnets"", ""Construction""]}}"
layered structure,9.6,"{""explanation"": ""A layered structure describes materials where atoms are arranged in distinct planes or sheets, like graphite (a non-metal), where strong covalent bonds exist within layers and weaker forces between layers."", ""urdu_meaning"": ""تہہ دار ساخت - مواد میں ایٹموں یا مالیکیولز کی تہوں میں ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""Graphite's layered structure allows it to act as a lubricant and conduct electricity along its planes."", ""properties"": {""key_principle"": ""Arrangement of atoms or molecules in parallel planes with anisotropic bonding."", ""related_concepts"": [""graphite"", ""carbon layers"", ""covalent bonding"", ""intermolecular forces"", ""electrical conductivity"", ""lubricant""], ""real_world_example"": ""Graphite used in pencils.""}}"
luster,9.6,"{""explanation"": ""Luster describes the shininess of a material's surface. Metals, including alkali metals and transition elements, typically exhibit a characteristic metallic luster due to reflection of light by mobile electrons. Non-metals (except graphite in some forms) and noble gases lack this."", ""urdu_meaning"": ""چمک / آب و تاب - سطح سے روشنی کے تعامل کا انداز"", ""term_type"": ""property"", ""example_sentence"": ""The metallic luster is a common physical property of transition elements and alkali metals."", ""properties"": {""describes"": ""The way light interacts with the surface of a substance, particularly its shininess."", ""related_concepts"": [""physical properties"", ""metals"", ""alkali metals"", ""transition elements"", ""non-metals"", ""graphite"", ""mobile electrons""], ""example_of_use"": ""Polished silver exhibits a bright metallic luster."", ""measurement_type"": ""Qualitative (e.g., metallic, dull, vitreous).""}}"
malleability,9.6,"{""explanation"": ""Malleability is the ability of a material, especially metals like alkali metals and transition elements, to be hammered or pressed into thin sheets without breaking. Non-metals and noble gases are not malleable."", ""urdu_meaning"": ""ورق پذیری - مواد کی بغیر ٹوٹے پتلی چادروں میں ڈھلنے کی صلاحیت"", ""term_type"": ""property"", ""example_sentence"": ""The malleability of gold, a transition element, allows it to be beaten into extremely thin leaves."", ""properties"": {""describes"": ""The capacity of a solid to be shaped by hammering or rolling without fracture."", ""related_concepts"": [""physical properties"", ""metals"", ""alkali metals"", ""transition elements"", ""ductility"", ""metallic bonding""], ""example_of_use"": ""Aluminum is highly malleable and can be easily formed into cans.""}}"
melting points,9.6,"{""explanation"": ""Melting points are the temperatures at which solids become liquids. Transition elements generally have high melting points; alkali metals have lower melting points; non-metals vary (graphite is high, halogens vary, noble gases are very low)."", ""urdu_meaning"": ""نقطہائے پگھلاؤ - ٹھوس کے مائع میں تبدیلی کے درجہ حرارت"", ""term_type"": ""property"", ""example_sentence"": ""The strong metallic bonding in most transition elements results in high melting points compared to the weaker bonds or forces in many non-metals."", ""properties"": {""describes"": ""Temperatures at which solids transition to liquids, reflecting bond/force strength."", ""related_concepts"": [""physical properties"", ""metallic bonding"", ""intermolecular forces"", ""covalent network solids"", ""alkali metals"", ""halogens"", ""noble gases"", ""transition elements"", ""graphite""], ""example_of_use"": ""Tungsten (transition element) has one of the highest melting points, while helium (noble gas) has the lowest."", ""measurement_type"": ""Degrees Celsius (°C) or Kelvin (K).""}}"
metals,9.6,"{""explanation"": ""Metals, including alkali metals and transition elements, are characterized by properties like luster, high conductivity, malleability, and ductility, due to metallic bonding involving mobile electrons."", ""urdu_meaning"": ""دھاتیں - مخصوص خصوصیات رکھنے والے عناصر کا گروہ"", ""term_type"": ""concept"", ""example_sentence"": ""Transition elements and alkali metals are distinct groups of metals with differing reactivities and physical properties."", ""properties"": {""key_principle"": ""Elements that typically form cations, conduct electricity and heat well, and are often malleable and ductile."", ""related_concepts"": [""alkali metals"", ""transition elements"", ""metallic bonding"", ""mobile electrons"", ""physical properties"", ""chemical properties"", ""luster"", ""conductivity"", ""malleability"", ""ductility""], ""real_world_example"": ""Iron, copper, sodium, gold.""}}"
mobile electrons,9.6,"{""explanation"": ""Mobile electrons are delocalized electrons, not associated with a single atom or bond, that are free to move throughout a material. They are responsible for the high electrical and thermal conductivity of metals and graphite."", ""urdu_meaning"": ""متحرک الیکٹران / آزاد الیکٹران - مواد میں آزادانہ حرکت کرنے والے الیکٹران"", ""term_type"": ""concept"", ""example_sentence"": ""The 'sea' of mobile electrons in metallic bonding allows metals like alkali metals and transition elements to conduct electricity."", ""properties"": {""key_principle"": ""Electrons that are not bound to a specific atom or covalent bond and can move freely within a material."", ""related_concepts"": [""delocalized electrons"", ""metallic bonding"", ""electron sea model"", ""electrical conductivity"", ""thermal conductivity"", ""metals"", ""graphite""], ""real_world_example"": ""The valence electrons in a copper wire.""}}"
nickel,9.6,"{""explanation"": ""Nickel (Ni) is a silvery-white, hard, ductile transition element known for its corrosion resistance and use as a catalyst, particularly in hydrogenation reactions."", ""urdu_meaning"": ""نکل - ایک عبوری عنصر، عمل انگیز"", ""term_type"": ""element"", ""example_sentence"": ""Nickel is an effective catalyst for the hydrogenation of vegetable oils to produce margarine."", ""properties"": {""symbol"": ""Ni"", ""atomic_number"": 28, ""category"": ""metal (transition)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Alloys (stainless steel, nichrome)"", ""Electroplating"", ""Batteries (NiCd, NiMH)"", ""Catalyst (hydrogenation)"", ""Coins""]}}"
noble gases,9.6,"{""explanation"": ""Noble gases (Group 18) are very unreactive monoatomic gases due to their completely filled outer electron shells, resulting in very weak interatomic attractions (London dispersion forces) and thus very low boiling points."", ""urdu_meaning"": ""نبیل گیسیں - دوری جدول کے گروپ 18 کے غیر عامل عناصر"", ""term_type"": ""concept"", ""example_sentence"": ""The chemical inertness and stable electronic configurations of noble gases distinguish them from reactive groups like alkali metals and halogens."", ""properties"": {""key_principle"": ""Group 18 elements with full valence shells, making them exceptionally stable and unreactive."", ""related_concepts"": [""group 18"", ""inertness"", ""stability"", ""completely filled outer electron shells"", ""monoatomic gases"", ""London dispersion forces"", ""boiling points"", ""electronic configurations""], ""real_world_example"": ""Helium, neon, argon.""}}"
non-metals,9.6,"{""explanation"": ""Non-metals are elements that typically are poor conductors, not malleable/ductile, and gain/share electrons. This group includes halogens, noble gases, and elements like carbon (e.g., graphite). Their properties contrast with metals."", ""urdu_meaning"": ""غیر دھاتیں - دھاتی خصوصیات نہ رکھنے والے عناصر کا گروہ"", ""term_type"": ""concept"", ""example_sentence"": ""While graphite, a non-metal, conducts electricity, most other non-metals like sulfur or halogens are insulators."", ""properties"": {""key_principle"": ""Elements generally found on the right side of the periodic table, lacking typical metallic properties."", ""related_concepts"": [""halogens"", ""noble gases"", ""graphite"", ""diatomic molecules"", ""covalent bonding"", ""electrical conductivity (poor, except graphite)"", ""physical properties""], ""real_world_example"": ""Oxygen, chlorine, carbon, sulfur.""}}"
oxidizing agents,9.6,"{""explanation"": ""Oxidizing agents are substances that cause oxidation by accepting electrons. Halogens (Group 17 elements) are strong oxidizing agents, with their oxidizing power decreasing down the group."", ""urdu_meaning"": ""تکسیدی عامل - وہ مادے جو دوسروں کی تکسید کرتے ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""Fluorine is the most powerful oxidizing agent among the halogens and all elements."", ""properties"": {""key_principle"": ""Species that gain electrons (are reduced) and cause another species to lose electrons (be oxidized)."", ""related_concepts"": [""redox reactions"", ""oxidation"", ""reduction"", ""halogens"", ""group 17 elements"", ""electronegativity"", ""electron affinity""], ""real_world_example"": ""Chlorine gas (Cl₂), Potassium permanganate (KMnO₄).""}}"
partially filled d-orbitals,9.6,"{""explanation"": ""Partially filled d-orbitals are characteristic of transition elements (d-block elements), contributing to their variable oxidation states, formation of colored compounds, and catalytic activity."", ""urdu_meaning"": ""جزوی طور پر بھرے ہوئے ڈی-مدار - عبوری عناصر کی خاصیت"", ""term_type"": ""concept"", ""example_sentence"": ""The ability of transition elements to act as catalysts is often linked to their partially filled d-orbitals."", ""properties"": {""key_principle"": ""d-orbitals in transition elements containing between one and nine electrons."", ""related_concepts"": [""transition elements"", ""d-block elements"", ""d-orbitals"", ""electron configuration"", ""variable oxidation states"", ""colored compounds"", ""catalytic activity""], ""real_world_example"": ""Iron(II) with a d⁶ configuration has partially filled d-orbitals.""}}"
physical properties,9.6,"{""explanation"": ""Physical properties (e.g., melting/boiling points, density, conductivity, state, luster, malleability, ductility) vary distinctively between groups like alkali metals, halogens, noble gases, transition elements, and non-metals like graphite."", ""urdu_meaning"": ""طبیعی خصوصیات - مادے کی وہ خصوصیات جو کیمیائی شناخت تبدیل کیے بغیر معلوم کی جا سکیں"", ""term_type"": ""property"", ""example_sentence"": ""The physical properties such as high electrical conductivity and luster are characteristic of metals like alkali metals and transition elements, but not of noble gases."", ""properties"": {""describes"": ""Observable characteristics of substances that do not involve chemical change."", ""related_concepts"": [""melting points"", ""boiling points"", ""densities"", ""electrical conductivity"", ""thermal conductivity"", ""luster"", ""malleability"", ""ductility"", ""atomic size"", ""bonding types"", ""interatomic attraction""], ""example_of_use"": ""Comparing the physical properties helps classify elements into metals, non-metals, etc."", ""measurement_type"": ""Various quantitative and qualitative assessments.""}}"
reactivity,9.6,"{""explanation"": ""Reactivity describes the tendency to undergo chemical reactions. Alkali metals are highly reactive, halogens are reactive (decreasing down group), noble gases are very unreactive, and transition elements show varied reactivity but are often less reactive than alkali metals."", ""urdu_meaning"": ""عاملیت / ردعمل کی صلاحیت - کیمیائی تعامل کرنے کا رجحان"", ""term_type"": ""property"", ""example_sentence"": ""The reactivity of alkali metals is much higher than that of noble gases due to differences in their valence electron configurations and stability."", ""properties"": {""describes"": ""The ease and speed with which a substance undergoes chemical change."", ""related_concepts"": [""chemical behavior"", ""stability"", ""electronic configurations"", ""valence electron"", ""alkali metals"", ""halogens"", ""noble gases"", ""transition elements"", ""oxidizing agents""], ""example_of_use"": ""Fluorine's high reactivity makes it a powerful oxidizing agent."", ""measurement_type"": ""Often qualitative or by reaction rates.""}}"
stability,9.6,"{""explanation"": ""Stability in chemistry refers to resistance to chemical change. Noble gases exhibit high stability due to completely filled outer electron shells. Reactivity of other groups (alkali metals, halogens) is driven by their tendency to achieve such stable configurations."", ""urdu_meaning"": ""استحکام - کیمیائی تبدیلی کے خلاف مزاحمت"", ""term_type"": ""property"", ""example_sentence"": ""The exceptional stability of noble gases is attributed to their full valence electron shells."", ""properties"": {""describes"": ""The tendency of a substance to remain in its current state or resist chemical reaction."", ""related_concepts"": [""chemical stability"", ""inertness"", ""noble gases"", ""completely filled outer electron shells"", ""reactivity"", ""electronic configurations"", ""octet rule""], ""example_of_use"": ""The stability of nitrogen gas (N₂) is due to its strong triple bond."", ""measurement_type"": ""Qualitative assessment, or by thermodynamic parameters like enthalpy of formation.""}}"
thermal conductivity,9.6,"{""explanation"": ""Thermal conductivity is a material's ability to conduct heat. Metals (alkali metals, transition elements) are good thermal conductors due to mobile electrons. Non-metals (except graphite in specific orientations) and noble gases are poor thermal conductors."", ""urdu_meaning"": ""حرارتی موصلیت - حرارت گزرنے کی صلاحیت"", ""term_type"": ""property"", ""example_sentence"": ""The high thermal conductivity of transition elements like copper makes them suitable for heat exchangers."", ""properties"": {""describes"": ""The capacity of a material to transfer heat energy through conduction."", ""related_concepts"": [""conductivity"", ""metals"", ""non-metals"", ""alkali metals"", ""transition elements"", ""graphite"", ""noble gases"", ""mobile electrons"", ""metallic bonding""], ""example_of_use"": ""Diamond, a non-metal, has exceptionally high thermal conductivity for a non-metal due to its strong covalent lattice vibrations."", ""measurement_type"": ""Watts per meter-Kelvin (W/(m·K)).""}}"
transition elements,9.6,"{""explanation"": ""Transition elements (d-block elements) are metals characterized by partially filled d-orbitals, variable oxidation states, formation of colored compounds, catalytic activity, and typical metallic properties like high density, melting/boiling points, conductivity, malleability, and ductility."", ""urdu_meaning"": ""عبوری عناصر - دوری جدول کے ڈی-بلاک کے عناصر"", ""term_type"": ""concept"", ""example_sentence"": ""Unlike alkali metals, transition elements often exhibit multiple oxidation states and form complex ions."", ""properties"": {""key_principle"": ""Metals in Groups 3-12, generally with partially filled d-subshells, leading to unique chemical and physical properties."", ""related_concepts"": [""d-block elements"", ""metals"", ""partially filled d-orbitals"", ""variable oxidation states"", ""colored compounds"", ""catalytic activity"", ""catalysts"", ""physical properties"", ""metallic bonding""], ""real_world_example"": ""Iron, nickel, copper, platinum, vanadium.""}}"
valence electron,9.6,"{""explanation"": ""A valence electron is an electron in the outermost shell of an atom, involved in chemical bonding and determining an element's chemical properties. Alkali metals have 1, halogens have 7, noble gases have 8 (or 2 for He), and transition elements involve d-electrons as valence electrons."", ""urdu_meaning"": ""ویلنس الیکٹران - بیرونی شیل کا الیکٹران جو کیمیائی بندھن میں حصہ لیتا ہے"", ""term_type"": ""concept"", ""example_sentence"": ""The single valence electron of alkali metals makes them highly reactive."", ""properties"": {""key_principle"": ""An electron in the outermost occupied electron shell of an atom that participates in chemical bonding."", ""related_concepts"": [""electronic configurations"", ""outermost shell"", ""alkali metals"", ""halogens"", ""noble gases"", ""transition elements"", ""reactivity"", ""bonding types""], ""real_world_example"": ""Sodium has one valence electron (3s¹); Chlorine has seven valence electrons (3s²3p⁵).""}}"
vanadium pentoxide,9.6,"{""explanation"": ""Vanadium pentoxide (V₂O₅) is a compound of the transition element vanadium, widely used as a catalyst, notably in the Contact process for sulfuric acid manufacture."", ""urdu_meaning"": ""ونیڈیم پینٹ آکسائیڈ - V₂O₅، ایک عمل انگیز"", ""term_type"": ""compound"", ""example_sentence"": ""The catalytic activity of vanadium pentoxide is crucial for the efficient oxidation of sulfur dioxide to sulfur trioxide in the Contact process."", ""properties"": {""formula"": ""V₂O₅"", ""molar_mass"": ""181.88 g/mol"", ""state_room_temp"": ""solid (yellow-orange)"", ""hazards"": [""Toxic by inhalation and ingestion"", ""Irritant""]}}"
variable oxidation states,9.6,"{""explanation"": ""Variable oxidation states refer to the ability of an element, particularly transition elements, to exist in multiple different positive charge states in its compounds. This property is key to their diverse chemistry and catalytic activity. Alkali metals typically show +1, halogens -1 (or positive with more electronegative elements), and noble gases rarely show any (except heavier ones)."", ""urdu_meaning"": ""متغیر تکسیدی حالتیں - ایک عنصر کا مختلف مرکبات میں مختلف چارجز کا حامل ہونا"", ""term_type"": ""property"", ""example_sentence"": ""The catalytic properties of many transition elements are attributed to their ability to adopt variable oxidation states."", ""properties"": {""describes"": ""The capacity of an element to form compounds with different oxidation numbers."", ""related_concepts"": [""oxidation state"", ""transition elements"", ""d-block elements"", ""partially filled d-orbitals"", ""catalytic activity"", ""colored compounds""], ""example_of_use"": ""Manganese (a transition element) can exhibit oxidation states from +2 to +7."", ""measurement_type"": ""Determined from compound stoichiometry or electrochemistry.""}}"
altitudes,10.1,"{""explanation"": ""Altitudes refer to the height above a reference level, typically sea level. Oxygen content in the atmosphere decreases with increasing altitudes, impacting respiration."", ""urdu_meaning"": ""بلندیاں / ارتفاعات - سطح سمندر سے اونچائی"", ""term_type"": ""concept"", ""example_sentence"": ""At high altitudes, the lower partial pressure of oxygen makes it harder for humans to get enough oxygen through respiration."", ""properties"": {""key_principle"": ""Vertical distance above a reference point, affecting atmospheric pressure and composition."", ""related_concepts"": [""atmospheric pressure"", ""oxygen content"", ""respiration"", ""hypoxia"", ""partial pressure"", ""troposphere""], ""real_world_example"": ""Mountaineers experience reduced oxygen availability at high altitudes.""}}"
asthma,10.1,"{""explanation"": ""Asthma is a chronic respiratory condition characterized by inflammation and narrowing of the airways, which can be exacerbated by air pollutants often found in the lower atmosphere."", ""urdu_meaning"": ""دمہ - سانس کی ایک دائمی بیماری"", ""term_type"": ""concept"", ""example_sentence"": ""High levels of ground-level ozone and particulate matter in the air can trigger asthma attacks."", ""properties"": {""key_principle"": ""A chronic inflammatory disease of the airways causing breathing difficulties."", ""related_concepts"": [""respiration"", ""air pollution"", ""pollutants"", ""ground-level ozone"", ""particulate matter"", ""respiratory system""], ""real_world_example"": ""An individual experiencing wheezing and shortness of breath after exposure to allergens or pollutants.""}}"
atmospheric composition,10.1,"{""explanation"": ""Atmospheric composition refers to the mixture of gases that make up Earth's atmosphere, primarily nitrogen (about 78%) and oxygen (about 21%), with trace amounts of other gases like argon, carbon dioxide, and water vapor."", ""urdu_meaning"": ""فضائی ترکیب - زمین کی فضا بنانے والی گیسوں کا آمیزہ"", ""term_type"": ""concept"", ""example_sentence"": ""The atmospheric composition has changed over geological time and is currently being altered by human activities, leading to climate change."", ""properties"": {""key_principle"": ""The relative abundance of different gases in the Earth's atmosphere."", ""related_concepts"": [""atmosphere"", ""nitrogen"", ""oxygen"", ""carbon dioxide"", ""argon"", ""trace gases"", ""water vapor"", ""greenhouse gases"", ""air pollution""], ""real_world_example"": ""Dry air is approximately 78.09% nitrogen, 20.95% oxygen, 0.93% argon, and 0.04% carbon dioxide by volume.""}}"
carbon dioxide,10.1,"{""explanation"": ""Carbon dioxide (CO₂) is a vital atmospheric gas involved in photosynthesis and respiration, and is also a major greenhouse gas contributing to climate change."", ""urdu_meaning"": ""کاربن ڈائی آکسائیڈ - CO₂"", ""term_type"": ""compound"", ""example_sentence"": ""Plants absorb carbon dioxide from the atmosphere during photosynthesis to produce glucose and oxygen."", ""properties"": {""formula"": ""CO₂"", ""molar_mass"": ""44.01 g/mol"", ""state_room_temp"": ""gas"", ""hazards"": [""Asphyxiant in very high concentrations"", ""Major greenhouse gas""]}}"
chemical reactions,10.1,"{""explanation"": ""Chemical reactions in the atmosphere, such as those involving pollutants and sunlight (photochemistry), can form secondary pollutants like ground-level ozone or contribute to phenomena like acid rain."", ""urdu_meaning"": ""کیمیائی تعاملات - مادوں کی ساخت میں تبدیلی کے عوامل"", ""term_type"": ""process"", ""example_sentence"": ""Ozone in the troposphere is formed through complex chemical reactions involving nitrogen oxides and volatile organic compounds."", ""properties"": {""key_principle"": ""Processes that transform chemical substances. In the atmosphere, these include photochemical reactions, oxidation, and radical chemistry."", ""related_concepts"": [""atmospheric chemistry"", ""photochemistry"", ""oxidation"", ""pollutants"", ""ground-level ozone"", ""acid rain"", ""smog""], ""real_world_example"": ""The formation of ozone from NOx and VOCs in the presence of sunlight.""}}"
